,english_sentence,hindi_sentence
127,prasavpurva vikasachya vividh avasthancha nirdesh sulabh vhava mhanun manavi garbhavastha teen timahinchya kalavadhit vibhagali jaate.,प्रसवपूर्व विकासाच्या विविध अवस्थांचा निर्देश सुलभ व्हावा म्हणून मानवी गर्भावस्था तीन तिमाहींच्या कालावधीत विभागली जाते.
128,marathyanni tyachi upyuktata pahun aaplya bajula valavle.,मराठ्यांनी त्याची उपयुक्तता पाहून आपल्या बाजूला वळवले.
129,buddhidaata Shriganesh (kavitasangrah),बुद्धिदाता श्रीगणेश (कवितासंग्रह)
130,16) Lingayat he stree gauravache va srijagtachya uddharache ek vaishistyapurna sutra ahe.,१६) लिंगायत हे स्त्री गौरवाचे व स्रीजगताच्या उद्धाराचे एक वैशिष्टयपूर्ण सूत्र आहे.
131,aani tya sansthene tila sarvoccha asa Gold Web Award puraskar dila aahe.,आणि त्या संस्थेने तिला सर्वोच्च असा गोल्ड वेब अवार्ड पुरस्कार दिला आहे.
132,dhaman,धामण
133,Cape Town Afrikechya Nairutya tokajawal ahe.,केप टाउन आफ्रिकेच्या नैऋत्य टोकाजवळ आहे.
134,"e-kachra nirman karnarya deshatil pramukh shaharanmadhye Delhi, Mumbai, Banglore, Calcutta, Chennai ani Hyderabad yaa mahanagrancha ani Punyasarkhya IT kshetrashi sambandhit shaharancha samavesh ahe.","ई-कचरा निर्माण करणार्‍या देशातील प्रमुख शहरांमध्ये दिल्ली, मुंबई, बंगलोर, कलकत्ता, चेन्नई आणि हैदराबाद या महानगरांचा आणि पुण्यासारख्या आयटी क्षेत्राशी संबंधित शहरांचा समावेश आहे."
135,kon tu kuthla Rajkumar? (Geetramayan),कोण तू कुठला राजकुमार? (गीतरामायण)
136,marathwadyat jaatibhed atishay bokalla ahe ase anekanche mhanne ahe.,मराठवाड्यात जातिभेद अतिशय बोकाळला आहे असे अनेकांचे म्हणणे आहे.
137,"Indrayani Savkar yanni, Sangli zillyatlya Ankalkhop gavatil shetkari mahila Vaishali Patil yanna lihite kele.","इंद्रायणी सावकार यांनी, सांगली जिल्ह्यातल्या अंकलखोप गावातील शेतकरी महिला वैशाली पाटील यांना लिहिते केले."
138,Hyderabad Muktisangramat tyanni bhumigat rahun sakriya sahbhag ghetla hota.,हैदराबाद मुक्तिसंग्रामात त्यांनी भूमिगत राहून सक्रिय सहभाग घेतला होता.
139,tyanche shaleya shikshan Newyork public schoolmadhye jhale..,त्यांचे शालेय शिक्षण न्यूयॉर्क पब्लिक स्कूलमध्ये झाले..
140,dalit brahman,दलित ब्राह्मण
141,pudhe Furmore yanni urvarit pravasache varnan ankhi don khandat lihile.,पुढे फरमोर यांनी उर्वरीत प्रवासाचे वर्णन आणखी दोन खंडात लिहीले.
142,pahile paach nibandha he drushya sanskritishi nigadit ahet ani bakiche sanskrutik vyavahar mhanun vagmayin sahityakade baghtat.,पहिले पाच निबंध हे दृश्य संस्कृतीशी निगडित आहेत आणि बाकीचे सांस्कृतिक व्यवहार म्हणून वाङ्मयीन साहित्याकडे बघतात.
143,priye paha ratricha samay saruni (saubhadra),प्रिये पहा रात्रीचा समय सरुनि (सौभद्र)
144,cinematographer-digdarshak Teja yanni tyala pudhe chal dili.,सिनेमॅटोग्राफर-दिग्दर्शक तेजा यांनी त्याला पुढे चाल दिली.
145,vaidyakiya samajik margadarshak,वैद्यकीय सामाजिक मार्गदर्शक
146,Rashtriya Madhumakshika Divas  ha prativarshi August mahinyachya teesrya Shaniwari sajra kela jato.,राष्ट्रीय मधुमक्षिका दिवस  हा प्रतिवर्षी ऑगस्ट महिन्याच्या तिसऱ्या शनिवारी साजरा केला जातो.
147,"Kathiawad ani Indore shastranchya British karbharapurvi Purdanshinchya vatine Sorbajinna vishesh parvangi denyat aali hoti, parantu ti ek mahila yaa natyane nyayalayat bachav karnyas asamartha tharli.","काठीयावाड आणि इंदोर शस्त्रांच्या ब्रिटीश कारभारापूर्वी पुरदनाशिनच्या वतीने सोरबजींना विशेष परवानगी देण्यात आली होती, परंतु ती एक महिला या नात्याने न्यायालयात बचाव करण्यास असमर्थ ठरली."
148,ya nadivarun yaa udyanache naav Galathiya padle ahe.,या नदीवरुन या उद्यानाचे नाव गलाथिया पडले आहे.
149,Omprakash Chautala (janma: 1 January 1935) he bharatamadhil Hariyana rajyache maaji Mukhyamantri va Bhartiya Rashtriya Lok dalache nete ahet.,ओमप्रकाश चौटाला (जन्म: १ जानेवारी १९३५) हे भारतामधील हरियाणा राज्याचे माजी मुख्यमंत्री व भारतीय राष्ट्रीय लोक दलाचे नेते आहेत.
150,Miyaa bhovos gello.,मीय्या भोवोस गेल्लो.
